author,message
Christopher Saylee,hello why this video doesn't work
Lindikaya Myeki,Kule ntsindabadala yeGupta nceda usikhulule mfoka Jonas. Tshepang is a Gupta
kaya Nyembezi,Lasuka lahlala Take the money and not take the job 😃 "Jonas kodwa lo tata ngathi usityisa amampunge. R600million @Celiwe Mbalo R600Mil sisi @Muziwakhe Skhosana R600Mil chap and you say No. Didnt know Jesus has risen. Who is this fella?
Trucker Trucker,Mcebisi is a pathological lair. He doesn't even have evidence. "Dennis Tsotetsi He needs to provide proof of evidence on what really happened at the Gupta house. He doesn't have a witness. He claimed he was offered R600mil for position of FM. The money was in a black plastic bag He must be quizzed about how he donated vast tracts of Land in the Eastern Cape to REIPPs & facilitated Multi-Million Rand Deals for them through the EC Development Corporation which reported to him. A WHOLE R600mil? 😂😂😂Not even their mines are worth that much. Why didn't he report them to the police?LOL We are still waiting for him to open a criminal case against them for trying to bribe a govt official. Is that a requirement of the Prevention of Corrupt Activities Act? Nothing explosive about those statements. Where is the evidence? "before heading to #Saxonwold Adore? Do you even know what a fact is? And spell my name correctly douchebag Mcebisi Jonas remembers that it was Ajay Gupta who threatened to kill him but can't recall which of the Gupta brothers offered him the bribe smh LOL we're referring to Sunday Times reports now? So Mcebisi Jonas only has an affidavit as evidence to his claims ? "“He said everyone must sit down "If we paraded the suspects before Mcebisi Jonas so that he can identify the ONE who attempted to bribe a deputy minister of our country "If you are threatening 2 kill me Can't wait for the cross examination to expose this Mcebisi fraud.
Lebang Lekoape,How do you know that he is a pathological lair
Dennis Tsotetsi,Tshepang Tlhapane go and tell those who are about your ill-informed shallow opinion...... GUPTA spy "I have said it long ago Jonas will survive any cross examination... he is not lying or creating stories.... Where is BLF? 8 billion down the drain to Dubai and you talk about defending the Zumas.....
Aby Gadzai,guy lets wait and know. but this commission are wasting of resources
Jeffrey Magongoe,wait Tshepang wait for testimony @Tshepang Tlhapane an opportunity to learn LAW OF EVIDENCE for others what is ANC alliance protesting about now 8 billion to Dubai then an african child stays hungry with proper education supporters of GUPTAS must be ashamed
Sibusiso Nkosi,The thief who looted cash from PE looks scared 😳 "True Romeo Moyo
Zanele K,HE SHOULD HAVE TAKEN THE MONEY BECAUSE EVERYONE IN GOVERNMENT IS CORRUPT
Thanduxolo Mgca,Butternut must come and account "this guy saved us from Zuma "Gupta removed minister 3 times in a year "he told Zuma on national television "live tribalist they will never tell the truth "me and you fighting to get back the land "John block run away after long court battle
The Edge Search,What I need to know from Mcebisi what legal steps did he took before going to media to report this Gupta crime "I need to know which evidence does Mcebisi have in writing
Phyllis Kumalo,He is a liar the date he mention he was with Duduzane nd the Guptas was wrong Duduzane was not there nd he has proof of where he was in that day He shows us proof of he was not with Mcebisi in dat day Mcebisi claim he was with them in the ANN7 Hilton this is not the end the more truth will come all the ppl he mention they will respond nd tell us their side of their story
Siyabulela Mtywaku,@Tshepang Tlhapane imagine mfethu... Namhlanje uzochopha ayichaze...
Desmond Masilela,Hi Guys. Is this guy going to read all this document that he have? did he record this somewhere on his Cell phone or his just saying with no prove? Thank you @ Chris Pretorius "If the truth comes out Hahahahaha...... @Maskandimusic onlive ... it doesnt make sense. @ Maskandimusic at first he said they drove to Saxonworld now they fly. where did we leave his car?
Nosiphiwo Zantsi,@The Edge Search Mcebisi did not report to the media# Mcebisi Jonas made a statement under oath in front of the Public Protector.
