author,message
Mighty Mesolo,late as always 😂😂
Ria Sokiri,buying grand pa shez buying time to think pretending not to hear the question mumbling
Elvis Malakoane,Ms Memela was rushed to hospital she uses cheap words to hide big trouble This lady has big trouble with law enforcement agencies because of corruption so she gets nevours with certain questions Mtokozisi Baleni very true fat lady is singing Jacob Zuma looks like you are changing for the better consider Name change as well I am rich at heart looks like Nobel peace prize Hat for lying dogs must be put down Grandpa Ms Memela must understand Adv Hofmeyer is doing her job because she Memela could not do her's Norman Zwane very true Norman Mbuso Ndlovu afternoon sir
Maryann Diamond,whats.going on ? for real? phew lol feels like we missed a b i t ? exactly so speak the truth exactly she.wants.mercy meeeeeee yoooooooh this woman u are waisting time by talking bout waisting time ! you are waisting about talking bout waisting time ... wow time time time time glory wow !!!!!!!!!!!playing for time at its best our tax money is literally going down the drain as we speak lol yup really oooog here she comes "yoh the amen no she is not clear at all disrespectful !!!!!!!
Pastor J.J,"And they just rushed her back@Elvis Malakoane . They prescribed 2 Grandma""s" Katie sounds angry. I will have to calm her down this evening. Any suggestions@Elvis Malakoane @Person of interest ...Send me the lobola and damages refund first. hehehehehehe @Chosen One ....she absolutely does. But his @Person of interest wants to steal my fiancee after I paid the lobola for her. He is naughty @Person of interest ...you have permission. let the klapcount @Immanuel ...Katie 4sure@Immanuel ...hehehehe. just kidding. my daughter is older than her @Lex Luger ...Greetings and my blessings to you my firend @David Tuer ...But he is stupid. Look at that Camel...la "I have the greatest respect always for the views expressed by @Derek Main and @Dominic Przybylski. Whilst sometimes they may have opposing views "All these comments about being ""poor"" seems to me like you all knew me at some stage of my life." @David Tuer ...I am poor my friend. my entire life. @David Tuer ....my jalopy is possibly older than you. has not run for 2 years now bro Me too @Elvis Malakoane Well done @David Tuer .I wish you many more happy and healthy years ahead. bless you @Colleen Arezio .....You arrived quite late for the early show it seems. @David Tuer ......Your certainly earned it Sir. My respect to you. "Instead of sending these crooks to jail and paying for their food etc @Gareth Hellyar ...yesssss. that same one I have downloaded Telegram yesterday but ho do I join the page @Stronger together Found it and joined @Stronger together I didnt say that Mandisi@mandisi ntauzana Greetings @Keith Din No need to apologise Mandisi. We all make these mistakes occassionally...@mandisi ntauzana "As we come to the close of another intriguing day I absolutely love her outfit. "@Norman Zwane I totally agree with you Greetings Aunty Roza @Roza essack
Mothusi Makhaza,sensorship? "@John Fagan please tread carefully  "@John Fagan what has the DA done for those people? nothing! the off? nothing what does that word mean? @Stronger together you wanna send iinkabi? @Stronger together i am talking about DA because Hammytown falls under its jurisdiction . it's got nothing to do with CPT but the Tshwane Municipality. "and as for cape town @Stronger together are you saying that the ANC is denying the Tshwane Metro money because it is DA run? "but you're not answering the question "@Stronger together come be clear and crisp @Stronger together i have requested to join "@Stronger together i found it
Paul Bafana Makhene,SABC has too much ads Going back to enca
Jeanett Machaba,I miss a lot I just open now
Noah Kids,Ms Memela looks tired
Sherwin Peters,fidigetting she just told the DCJ she wasn't at the meeting L I A R defeated The Hoff is a pitbull will there be loadshedding on Valentine's Day eve during the SONA? candlelight date @person the paging eish the witness ain't smiling anymore crisp answers so have u forgiven the Gupta's for stealing our money@JZ? we have have fun pretending he is the real JZ imagine this chat when the real JZ comes back to the commission it Will break the internet @Stronger
SS Mbana,I like Ms Memela's answering style of the questions LOL AZ ZZM noticed that sexy look as well why is Memela getting stuck as to how to answer some questions?
Dominic Przybylski,Seems that Lufthansa and Air France were illicitly blocked from winning the tender so that JM/ARR could get it. @Alex Mlangeni Tenders are essential. It's the people who don't keep to the rules which are the problem. BEE partners also mean that we have to pay more than we would have to without BEE. BEE means that everybody (including the poor) have to pay for a small elite to become super-rich. What is happening with Dudu's civil court trial with OUTA? You may think differently. "The problem with communism is that it considers economics to be zero sum i.e. for some people to get rich other people must get poorer. Capitalism @Derek Main Basic economics - please read up on 'comparative advantage' then get back to me. "@Derek Main relying on ""trickle-down"" assumes the people who supposedly benefit from economic success have no innitiative and are somehow excluded from doing anything to help themselves." "As long as we have a culture which denies the individual and assumes us all to be cows in a herd of cattle "@Derek Main I'm not a 1% or a 99%. I don't identify myself by race "@Derek Main I look after my own conscience. I'd prefer everyone else to look after their own. If they can't they are likely to end up in court "We are all equal in so far as the amount of time we have to enjoy life @Derek Main I live very happily on R3500 per month. There are people who think that's too much and call me a privileged white. I'm not going to let them affect my happiness. I rule myself. If anybody else thinks they rule me that's their problem. @Derek Main I own my own house. I pay R2000 per month for internet access and municipal tax. The rest goes on my other expenses. @Derek Main Heh! I may be in some 1% but not the 1% you're talking about. @Chosen One Many things affect me and I respond to them when I need to. I'm not going to expect a politician to solve my problems when R30/$. The only person I can rely on is myself. "@Dirk vd Westhuyzen I ride a bicycle @Person of interest True. I'll have to start growing vegetables in pot plants. I've met many people in my lifetime and lived in many situations and the poorest people I've met are usually the happiest. When have you seen Bill Gates laugh and sing in happiness? @David Tuer Okay you got me there. I didn't watch. I prefer to watch the women play. I didn't invent the wheel and I'm white. Does that make me inferior? I'm rich in time. "I don't have to spend my time worrying about taxes BEE and associated corruption has cost our country +-R500 billion. That is money that could have been spent on uplifting the poor. Instead it has all gone to a few cadres of the ruling party. "@Noxolo Tshabangu The big auditing firms @Noxolo Tshabangu seems to be as obsessed by race as Hendrik Verwoed was. DA keep on increasing taxes way above rate of inflation. They are more succesful at expropriation without compensation than ANC or EFF. @Anne M. Eh? Is Magashule scheduled to testified? If yes then when? I like her outfit. Our frustration is that this should be in a proper court if the Hawks were competent. Standby letter of credit cannot be used to buy house in Bedfordview.
Altus van Heerden,Lekker HOEF-meyer😂😂😂 tells something of her ability to be the head of SAAT acquisition @Norman Zwane TRUE😢 @Roza essack been on the hearing who;e day. Avg between 1375 and 1562 viewers Braai haar DCJ Braai haar DCJ Braai haar DCJ tears will be close @MIKE DURBAN Karona 🍺 Hoepa see tomorrow on the BRAAI
Rob Nel,"@Dominic Przybylski obviously but it cost Jm/AAR R2
Person of interest,"She is so combative "SS Mbana Hostile witness "Pastor You can't baffle DCJ and Kate with BS "Transformation a term.... Please orientate witness. a snotklap is very orientatung. "Jabu and stop interfering with my valentine plans "Immanuel "Kate not confused Slippery as an eel "Charles "Witness has already done a Q&A with law enforcement "Previous witness testified she came into meeting late "oh right "This is how JZ was with his evidence leader So how do we vote now? BOOM! DCJ Who are they reporting to? Adv M NOT ME NOT ME "I like you Dominic "Derek "Dominic We were so poor we couldn't afford parents.... "But that's nothing "👍🏾 Elvis Pastor has to be here to 🙏🏾 for us when we want to klap the witnesses "Beach I hope not "Candles are cheap "Noxolo "mandisi "mandisi "but it must be obvious I am not a legal person
Bunon Solomon,shame Ms Memela if you cant convince them confuse them...😉😉 driving national agenda but not clear on her role... where is Adv Maleka
Marc Lothrop,"famous african saying "" I don't know"" it's not my job" hahaha... I do not know.... just like u said "if she needs every thing explained to her repeatedly and spoon fed the most basics
Wildthing,here we go Judge explain to her that if you past the NIP ruling once it counts for this one too. odd that SA bought submarines from Germany but cant by airplane parts. but it past the NIP for one is good for the other. please keep the chat clean and respectful I still kee it clean 😁 keep Prince please stay on subject or you will be send back to UK. now again Think Miss Hoffmeyer needs a stress ball. you were the head at the time so yes it stops with you Concerned please stay focused on the subject and not generalise. otherwise turn of your electric devices. or we will send you back to the dark ages. please stay on subject and stop throwing mud. we hear to listen to this matter. let's respect all on the chat. please take the discovery of what people invented to a new chat. this one is hot enough without mud slinging question would be who did the doc. and the expert can find out if they examine her laptop. please stay on subject or be send to the dark ages. Nindi please use respect here Mandisi that is the whole reason. who approved it and why. and why did others not take part in the approval and does that link the donation to her mother of 2.5 million. they all link the dots. mandisi as a consultant on subject of BEE and broad based black economics you should know something is not right here. companies dont give 2.5 million to someone they only met in a conference room. please focus on subject. Trump chat is on another platform. and you will be send there bring CR here and we will ask. for now we on the subject of SAAT let's stay here. when CR is on that stage we will ask him now we focused on SAAT and what the HOD signed and agreed too. bomb yes but you now what I meant. it's in the contract Judge Zonda will silent her now. it's a contract. read it while you sitting. please finish sound off
Anne M.,@SABC Digital News Please check the volume. It's a bit low. "@Alex Mlangeni Yes "@AZ ZMM She underestimates DCJ "@Toibo wa Toibo Antimba Yes Yup "Deny "Plus @Granny Mokwena When somebody claims somebody else did something wrong. "@Michael Wild Yup @Lexi At the end of the year @Lexi Judge Zondo applied for an extension Yup & more crooks @Lexi Now this is definitely wasting time. Memela wasn't a signatory to the agreement that was signed so what's her problem? @BeachDude420 Peters That's assuming he comes back. I'm not so sure he will. "@mandisi ntauzana We heard about the R2.5 million deposit she was ""loaned"" by JM to buy her house." "Parliament website has SONA on Thursday "My bad "@Pastor J Yes Lots of interruptions and objections @Gareth Morgan And a safe and blessed evening to you too @Pastor J. See you tomorrow. @thulani fadashe Adv Mbajwa will have a opportunity to cross-examine @Keith Din Both are advocates - Ms Memela and Ms Mbanjwa
Immanuel,playing dumb dumber😁😁😁 here we go again: what is the understanding of ms kate?😀😀😀😁😁 @pasto j who is your fiancee here? "ahhhhhhhh "never where is the rest if the evidence leaders? dcj gave the the boot and sticking with my katie?😆 human person😀😀😀😀😀 "personal issue chair SONA today?🤚🤚🤚 oh really now? does anyone know when is SONA? 🤚🤚🤚 thanks 13 Feb 2020 SONA here we come with lip service and empty promises😒😒 mmmmmmmm😄😄😄
Jabu Malinga,UGU Municipality 1 billion state capture by the municipal manager and his friends n family. commission investigate "Sizabonke Civils T/A Pilcon captured
Chosen One,I feel for Ms Ms Hofmeyr @Pastor J and @Person of interest I agree she looks hot when she is angry.😉 @Person of interest vs @Pastor J @Immanuel join the queue at the back @Michael Wild coming from someone named Wild? "@Michael Wild wild and clean @Lex Luger LOL back to ya It's supposed to be a slum dunk. There is tension between Ms Hofmeyr and Ms Memela. You can cut it with a knife @David Tuer I think a mixture. @David Tuer there are people at the extreme ends. @David Tuer I like the idea of We The People having power in every decision the state makes. Human Person? @Derek Main the basic question is how can you allocate resources fairly in a society like this? @Dominic Przybylski its an illusion. @Dominic Przybylski what happens when the rand falls to R30/$? @Dominic Przybylski do you think that won't affect you? @Dirk vd Westhuyzen my point exactly. @Dominic Przybylski says he rules himself. @Dirk vd Westhuyzen that will surely affect everyone. Scrupulously fancy Ms Hofmeyr @FieliesSA I agree. Public Protector material.
Melor Hadebe,UGU is a district
Moleti Moseki,🙋‍♀️🙋‍♀️🙋‍♀️ @beachdude...... does it really matter cause the President is going to liar to the public anywhere 😬 "wow Person of interest.......... romantic valentines day right there. Candles all over the place. monitor them plz😅😅😅
g k,Sorry chair I don't understand and I don't know and confused!!!!!!!!
