author,message
Donovan Peters,Cameras stolen
Mfundo Kunene,i was wondering what happened
Xivuriso Mgabini,Zuma sends people to steal the cameras
dave east,we need the land its our land. if you cant maintain your house can i have it we are 90% they are less than 10% of the country... we were doing fine before them land is wealth and prestige and whites have a history of farming on our land and have empowered themselves to the marginalize us into poverty terrance in this world of white vs black you can only take 1 side. what do u consider yourself in American and the uk mixed people of black people are black white people are confusing socalled coloured people and trying to make them a rival or a buffer to blacks. we are casualties of war. we need to unite white people have been in history and today been causing wars in black communities and countries for example in CAMEROON CAMEROONIAN people are fighting because ones Anglophone and the other is francophone. just silly if any white person wants proof let me know. white people act nice but the reality is deception jody ALL of them. without white people they would be no wars or diseases thats a fact. TELL ME IM WRONG martine there is hunger because our food is sent to europe. our resources are sent to europe ....our resources dont benefit us. they benefit europe so u can buy an iPhone john can i have the keys to your wife im paid right yose i want the land and wealth for BLACK PEOPLE rifa stop defending your white master mandela was and is a failure!! thinking with his heart got him where he was. he kept us stagnant rifa do you go to church ?? @rifa you sound passive. and dont see that black people are at war literally. from china Europe and the world. what are u going to do when you have nothing for your children what facts do you need rifa rifa i can prove they are not south african. @rifa look at my video its just 2 minutes. the mp yunus carrim says hes not african yunus carrim says he's not african. hes a south african mp rifa just look at the video u said uou want proof. yes yunus carrim says hes not african but represents South Africans. i have the video on my channel @rifa no he doesnt. what is your view on white people and the history and todays atrocities against black people
Terence,can we maintain the land? "the white farmers are doing an amazing job "I'm not racist no title deeds? so why give land lol @unathi I am asking a question not making a statement. if u not literate in the English language then refrain from making judgements "I don't know farming "bullshit dude... I know it's about land @bushula my question is based on people wanting land but can they financially sustain the land they want "@dave I agree 100% "@bushula u touched a nerve by judgements "@dave that's the sad thing "@bushula I never once said it was only agriculture "@mike u right "khoisan owned land in Western Cape "@mike "I'm agreeing a bit with @zizoh "@zizoh in cape Town whites kicked coloureds out there houses can someone define black people? "@davidjacobs "@wonga don't talk to me about Bible @johndoe I'm a with u there lol "@wonga exactly... it doesn't at all... so that's why I'm asking everyone is saying the land belongs to black people... now can someone tell me who the black people are @johndoe lol brilliant answer an 80 year old Khosa mama told me that black people in Eastern Cape originated from upper Africa and moved down cause of wars. do u agree or disagree? "lol @johndoe speak for yourself lol I don't have a dark heart "@siyabonga... I didn't make this up. I asked a random lady at a restaurant and that was her story. are u disagreeing? and if so "@bushula how can u tell me what I don't want to hear lol if u knew me ud realise I am open to any topic so why is it tuff for black Africans to accept there heritage comes from Upper Africa. does anyone have evidence that black South Africans originated from South Africa? I'm asking "@bushula I agree with u "if u discovered the land "can someone answer my question???? if you founded the land
Knight Wolves United FC,Exhibit H Exhibit H 14 He said all correct Point 1 TWO POINT All his point led to NO LINKS WITH Gptas Keep him calm #1 stance BANKS OB MEETINGS ​Discussion of first meeting said...Two points Receive letter from OB banks Job losses HE SAID OB sent letter to GM as he read Xpose letter of connection as OB acknowledgement of Gpta links to state control page 19 12 POINTS Wasting our time We want links NO REGULATION OF BANKS ​Instead letter of OB HE SPEAK ABOUT LETTER OF SHABALALA OF STRD BANK ​He mix this TWO meetings TO CONFUSE PPL Stop Regulation POINTS LECTURE He scoogle will not sit straight indicating of PANIC ATTACK HIS scoogle will not sit straight indicating of PANIC ATTACK Were you part of that meeting...YEAH Confess Confess Scoogle adjustment indicating DODGY Qs This young man CREATE CONFUSING LINKS OB sent letter to GM Xpose them that they will close the account b'cause of Gptas So how come GM is fighting Gptas while the OB Xpose their operations State capture became reality after 5 years NO REGULATION DESCRIPTIONS\ This YOUNG MAN THINKS WE ARE PLAYING HERE confess confess This means Shabalala of Strd Bank was chosen by GM ON 2016 AND SIGNED THE LETTER OB Xpose them 4 bll Amajuba GM never knew This young man thought we were playing here "Relation btween INC and OB GM said that 2013 upwards state CAPTURE BECAME REALITY
delphin yvon Moukouma Mboussi,Please listen to malume Samson now
Nyiko Barry Mkhabela,Gwezy
Matome Matome,how is one going to sell the land when there is no plan to give title deeds?
Unathi Notshata,@Terence Tito if you are not literacy in Agricultural sector please reserve your question Adv Maleka were suppose to conduct this DCJ please keep qoiet
Siphelele Vumisa,Terence tito
MY DNA CHOICES.,Guptas aren’t even South Africans! Such support from the ANC!
